"Nombre del anuncio",Día,"Nombre de la campaña","Nombre del conjunto de anuncios","Nombre de la página",Anuncios,Edad,Sexo,Objetivo,"Estado de la entrega","Nivel de la entrega","Tipo de resultado",Resultados,"Costo por resultado","Importe gastado (USD)",Impresiones,Alcance,"Configuración de atribución","Clasificación de calidad","Clasificación del porcentaje de interacción","Clasificación del porcentaje de conversiones","Nombre del conjunto de anuncios",Frecuencia,"Clics en el enlace","CPC (costo por clic en el enlace)","CPM (costo por mil impresiones)","CTR (todos)","Inicio del informe","Fin del informe"
historia,2026-01-24,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,historia,55-64,male,OUTCOME_LEADS,inactive,ad,,,,0.12,69,63,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.0952381,,,1.73913043,1.44927536,2026-01-24,2026-01-24
Video,2026-01-05,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,55-64,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.12,97,83,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.1686747,2,0.06,1.2371134,3.09278351,2026-01-05,2026-01-05
feed,2026-02-02,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,feed,55-64,male,OUTCOME_LEADS,not_delivering,ad,,,,0.12,96,73,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.31506849,,,1.25,1.04166667,2026-02-02,2026-02-02
"video tu cuerpo",2025-12-17,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",18-24,male,OUTCOME_ENGAGEMENT,active,ad,,,,0.12,163,135,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.20740741,,,0.73619632,0,2025-12-17,2025-12-17
"video tu cuerpo",2026-02-12,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",25-34,male,OUTCOME_ENGAGEMENT,active,ad,,,,0.12,90,60,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.5,,,1.33333333,0,2026-02-12,2026-02-12
"Reel ingrid mdp",2025-11-15,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",45-54,female,OUTCOME_AWARENESS,not_delivering,ad,Alcance,1044,0.11494253,0.12,1055,1044,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.0105364,1,0.12,0.11374408,0.09478673,2025-11-15,2025-11-15
"video tu cuerpo",2026-02-10,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",35-44,male,OUTCOME_ENGAGEMENT,active,ad,,,,0.12,112,97,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.15463918,,,1.07142857,0.89285714,2026-02-10,2026-02-10
Video,2025-10-18,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,65+,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.12,23,21,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.0952381,,,5.2173913,0,2025-10-18,2025-10-18
"Reel ingrid mdp",2025-11-26,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",55-64,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,835,0.14371257,0.12,835,835,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1,,,0.14371257,0.23952096,2025-11-26,2025-11-26
"video tu cuerpo",2026-01-08,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",65+,female,OUTCOME_ENGAGEMENT,active,ad,"Conversaciones con mensajes iniciadas",1,0.12,0.12,39,34,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.14705882,,,3.07692308,2.56410256,2026-01-08,2026-01-08
"Reel ingrid mdp",2025-11-17,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",55-64,female,OUTCOME_AWARENESS,not_delivering,ad,Alcance,522,0.22988506,0.12,538,522,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.03065134,,,0.22304833,0.18587361,2025-11-17,2025-11-17
"Reel de 26/12",2025-12-20,"El calamar loco - El Templo","Nuevo conjunto de anuncios de Tráfico",eltemplomdp,"Reel de 26/12",18-24,male,LINK_CLICKS,not_delivering,ad,"Clics en el enlace",1,0.12,0.12,374,344,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Tráfico",1.0872093,1,0.12,0.32085561,0.53475936,2025-12-20,2025-12-20
"Reel ingrid mdp",2025-11-12,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",65+,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,791,0.1517067,0.12,797,791,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.00758534,,,0.15056462,0.12547051,2025-11-12,2025-11-12
"video tu cuerpo",2026-02-12,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",55-64,female,OUTCOME_ENGAGEMENT,active,ad,"Conversaciones con mensajes iniciadas",1,0.12,0.12,28,23,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.2173913,1,0.12,4.28571429,3.57142857,2026-02-12,2026-02-12
"video tu cuerpo",2026-01-13,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",45-54,female,OUTCOME_ENGAGEMENT,active,ad,,,,0.12,46,42,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.0952381,,,2.60869565,0,2026-01-13,2026-01-13
Video,2025-10-08,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,65+,male,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",1,0.12,0.12,37,34,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.08823529,1,0.12,3.24324324,2.7027027,2025-10-08,2025-10-08
Video,2025-09-29,"Turnos mañana","turnos mañana whatsapp",eltemplomdp,Video,45-54,male,OUTCOME_ENGAGEMENT,not_delivering,ad,"Clics en el enlace",3,0.04,0.12,78,71,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.09859155,3,0.04,1.53846154,3.84615385,2025-09-29,2025-09-29
Video,2025-10-09,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,65+,male,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",1,0.12,0.12,47,46,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.02173913,2,0.06,2.55319149,6.38297872,2025-10-09,2025-10-09
"Reel ingrid mdp",2025-12-09,"Reconocimiento Ingrid","Publico posturas y movilidad",eltemplomdp,"Reel ingrid mdp",55-64,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,555,0.21621622,0.12,563,555,"7 días tras clic o 1 día tras visualización",-,-,-,"Publico posturas y movilidad",1.01441441,,,0.21314387,0,2025-12-09,2025-12-09
"video tu cuerpo",2025-11-06,"Nueva campaña SP","WhatsApp SP - Excluidos",eltemplomdp,"video tu cuerpo",25-34,female,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.11,59,56,"7 días tras clic o 1 día tras visualización",-,-,-,"WhatsApp SP - Excluidos",1.05357143,,,1.86440678,1.69491525,2025-11-06,2025-11-06
"Reel ingrid mdp",2025-12-06,"Reconocimiento Ingrid","Publico posturas y movilidad",eltemplomdp,"Reel ingrid mdp",45-54,female,OUTCOME_AWARENESS,not_delivering,ad,Alcance,823,0.13365735,0.11,848,823,"7 días tras clic o 1 día tras visualización",-,-,-,"Publico posturas y movilidad",1.03037667,,,0.12971698,0.11792453,2025-12-06,2025-12-06
"video tu cuerpo",2025-12-16,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",65+,male,OUTCOME_ENGAGEMENT,active,ad,,,,0.11,33,28,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.17857143,1,0.11,3.33333333,3.03030303,2025-12-16,2025-12-16
feed,2026-01-16,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,feed,25-34,female,OUTCOME_LEADS,not_delivering,ad,,,,0.11,206,193,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.06735751,2,0.055,0.53398058,1.45631068,2026-01-16,2026-01-16
feed,2026-01-16,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,feed,25-34,male,OUTCOME_LEADS,not_delivering,ad,,,,0.11,154,138,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.11594203,1,0.11,0.71428571,1.94805195,2026-01-16,2026-01-16
"video tu cuerpo",2025-12-11,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",18-24,female,OUTCOME_ENGAGEMENT,active,ad,"Conversaciones con mensajes iniciadas",1,0.11,0.11,94,83,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.13253012,1,0.11,1.17021277,1.06382979,2025-12-11,2025-12-11
"video tu cuerpo",2025-11-26,"Nueva campaña SP","Calistenia High ticket sucursales",eltemplomdp,"video tu cuerpo",55-64,female,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.11,36,30,"7 días tras clic o 1 día tras visualización",-,-,-,"Calistenia High ticket sucursales",1.2,,,3.05555556,0,2025-11-26,2025-11-26
"video tu cuerpo",2025-12-18,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",18-24,male,OUTCOME_ENGAGEMENT,active,ad,,,,0.11,61,47,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.29787234,,,1.80327869,0,2025-12-18,2025-12-18
"Reel ingrid mdp",2025-11-20,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",55-64,female,OUTCOME_AWARENESS,not_delivering,ad,Alcance,617,0.17828201,0.11,618,617,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.00162075,1,0.11,0.17799353,0.3236246,2025-11-20,2025-11-20
Video,2025-09-28,"Turnos mañana","turnos mañana whatsapp",eltemplomdp,Video,18-24,female,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.11,321,271,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.18450185,,,0.34267913,0,2025-09-28,2025-09-28
"video tu cuerpo",2025-12-22,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",25-34,male,OUTCOME_ENGAGEMENT,active,ad,,,,0.11,97,91,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.06593407,1,0.11,1.13402062,1.03092784,2025-12-22,2025-12-22
"video tu cuerpo",2026-01-29,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",45-54,female,OUTCOME_ENGAGEMENT,active,ad,,,,0.11,54,45,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.2,,,2.03703704,0,2026-01-29,2026-01-29
"video tu cuerpo",2026-01-20,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",45-54,female,OUTCOME_ENGAGEMENT,active,ad,,,,0.11,33,31,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.06451613,,,3.33333333,0,2026-01-20,2026-01-20
Video,2025-09-15,"Preventa Alem",Whatsapp,eltemplomdp,Video,55-64,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.11,14,12,"7 días tras clic o 1 día tras visualización",-,-,-,Whatsapp,1.16666667,,,7.85714286,0,2025-09-15,2025-09-15
"Reel ingrid mdp",2025-11-11,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",65+,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,604,0.18211921,0.11,626,604,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.03642384,2,0.055,0.17571885,0.79872204,2025-11-11,2025-11-11
"video tu cuerpo",2026-02-13,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",65+,female,OUTCOME_ENGAGEMENT,active,ad,,,,0.11,9,8,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.125,,,12.22222222,0,2026-02-13,2026-02-13
"Reel ingrid mdp",2025-11-23,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",55-64,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,789,0.13941698,0.11,811,789,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.0278834,2,0.055,0.13563502,0.36991369,2025-11-23,2025-11-23
"video tu cuerpo",2025-12-13,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",25-34,male,OUTCOME_ENGAGEMENT,active,ad,,,,0.11,152,141,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.07801418,,,0.72368421,0,2025-12-13,2025-12-13
feed,2026-01-26,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,feed,55-64,male,OUTCOME_LEADS,not_delivering,ad,,,,0.11,81,64,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.265625,1,0.11,1.35802469,3.7037037,2026-01-26,2026-01-26
Video,2026-01-21,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,65+,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.11,40,37,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.08108108,,,2.75,2.5,2026-01-21,2026-01-21
"video tu cuerpo",2026-02-10,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",25-34,male,OUTCOME_ENGAGEMENT,active,ad,,,,0.11,103,64,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.609375,,,1.06796117,0,2026-02-10,2026-02-10
Video,2025-10-28,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,25-34,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.11,93,79,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.17721519,,,1.1827957,1.07526882,2025-10-28,2025-10-28
historia,2026-01-21,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,historia,35-44,male,OUTCOME_LEADS,inactive,ad,,,,0.11,138,120,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.15,,,0.79710145,1.44927536,2026-01-21,2026-01-21
feed,2026-01-19,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,feed,55-64,female,OUTCOME_LEADS,not_delivering,ad,,,,0.11,57,45,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.26666667,1,0.11,1.92982456,1.75438596,2026-01-19,2026-01-19
"video tu cuerpo",2025-11-26,"Nueva campaña SP","Calistenia High ticket sucursales",eltemplomdp,"video tu cuerpo",35-44,female,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.11,79,74,"7 días tras clic o 1 día tras visualización",-,-,-,"Calistenia High ticket sucursales",1.06756757,,,1.39240506,1.26582278,2025-11-26,2025-11-26
Video,2025-09-10,"Preventa Alem",Whatsapp,eltemplomdp,Video,25-34,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.11,95,79,"7 días tras clic o 1 día tras visualización",-,-,-,Whatsapp,1.20253165,,,1.15789474,1.05263158,2025-09-10,2025-09-10
"video tu cuerpo",2026-02-07,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",35-44,female,OUTCOME_ENGAGEMENT,active,ad,,,,0.11,41,39,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.05128205,,,2.68292683,0,2026-02-07,2026-02-07
"video tu cuerpo",2025-11-07,"Nueva campaña SP","WhatsApp SP - Excluidos",eltemplomdp,"video tu cuerpo",35-44,female,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.11,46,46,"7 días tras clic o 1 día tras visualización",-,-,-,"WhatsApp SP - Excluidos",1,,,2.39130435,0,2025-11-07,2025-11-07
Video,2026-01-12,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,65+,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.11,53,39,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.35897436,,,2.0754717,0,2026-01-12,2026-01-12
"video tu cuerpo",2025-12-05,"Nueva campaña SP","Calistenia High ticket sucursales",eltemplomdp,"video tu cuerpo",55-64,female,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.11,14,14,"7 días tras clic o 1 día tras visualización",-,-,-,"Calistenia High ticket sucursales",1,1,0.11,7.85714286,7.14285714,2025-12-05,2025-12-05
feed,2026-01-23,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,feed,55-64,male,OUTCOME_LEADS,not_delivering,ad,,,,0.11,107,84,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.27380952,1,0.11,1.02803738,0.93457944,2026-01-23,2026-01-23
"Reel ingrid mdp",2025-11-28,"Reconocimiento Ingrid","Publico posturas y movilidad",eltemplomdp,"Reel ingrid mdp",55-64,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,359,0.30640669,0.11,359,359,"7 días tras clic o 1 día tras visualización",-,-,-,"Publico posturas y movilidad",1,,,0.30640669,0,2025-11-28,2025-11-28
Video,2026-01-13,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,65+,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.11,51,41,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.24390244,,,2.15686275,1.96078431,2026-01-13,2026-01-13
Video,2025-10-17,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,65+,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.11,31,29,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.06896552,,,3.5483871,3.22580645,2025-10-17,2025-10-17
"video tu cuerpo",2025-12-20,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",18-24,female,OUTCOME_ENGAGEMENT,active,ad,,,,0.11,64,58,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.10344828,1,0.11,1.71875,4.6875,2025-12-20,2025-12-20
Video,2026-01-09,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,18-24,unknown,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.11,81,65,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.24615385,,,1.35802469,0,2026-01-09,2026-01-09
"video tu cuerpo",2026-02-13,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",55-64,male,OUTCOME_ENGAGEMENT,active,ad,,,,0.11,9,8,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.125,,,12.22222222,0,2026-02-13,2026-02-13
Video,2026-01-04,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,18-24,female,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.11,62,51,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.21568627,1,0.11,1.77419355,3.22580645,2026-01-04,2026-01-04
Video,2025-12-31,"Preventa Mario Bravo","Interacción a Whatsapp",eltemplomdp,Video,35-44,female,OUTCOME_ENGAGEMENT,not_delivering,ad,"Clics en el enlace",1,0.11,0.11,317,298,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.06375839,1,0.11,0.34700315,0.63091483,2025-12-31,2025-12-31
Video,2026-01-03,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,25-34,female,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.11,97,85,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.14117647,2,0.055,1.13402062,4.12371134,2026-01-03,2026-01-03
"video tu cuerpo",2025-11-21,"Nueva campaña SP","WhatsApp SP - Excluidos",eltemplomdp,"video tu cuerpo",45-54,female,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.10175439,54,54,"7 días tras clic o 1 día tras visualización",-,-,-,"WhatsApp SP - Excluidos",1,,,1.88434048,1.85185185,2025-11-21,2025-11-21
feed,2026-01-31,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,feed,65+,male,OUTCOME_LEADS,not_delivering,ad,,,,0.1,58,40,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.45,,,1.72413793,0,2026-01-31,2026-01-31
"video tu cuerpo",2026-02-12,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",35-44,male,OUTCOME_ENGAGEMENT,active,ad,,,,0.1,58,57,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.01754386,,,1.72413793,0,2026-02-12,2026-02-12
Video,2026-01-23,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,25-34,unknown,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",1,0.1,0.1,26,15,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.73333333,,,3.84615385,0,2026-01-23,2026-01-23
Video,2026-01-04,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,18-24,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.1,63,53,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.18867925,,,1.58730159,0,2026-01-04,2026-01-04
"Reel de 26/12",2025-12-28,"El calamar loco - El Templo","Nuevo conjunto de anuncios de Tráfico",eltemplomdp,"Reel de 26/12",65+,male,LINK_CLICKS,not_delivering,ad,"Clics en el enlace",3,0.03333333,0.1,253,227,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Tráfico",1.11453744,3,0.03333333,0.39525692,1.18577075,2025-12-28,2025-12-28
"Reel ingrid mdp",2025-11-20,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",65+,female,OUTCOME_AWARENESS,not_delivering,ad,Alcance,494,0.20242915,0.1,511,494,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.03441296,,,0.19569472,0,2025-11-20,2025-11-20
Video,2025-09-08,"Preventa Alem",Whatsapp,eltemplomdp,Video,45-54,unknown,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",1,0.1,0.1,19,17,"7 días tras clic o 1 día tras visualización",-,-,-,Whatsapp,1.11764706,1,0.1,5.26315789,5.26315789,2025-09-08,2025-09-08
historia,2026-01-22,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,historia,45-54,male,OUTCOME_LEADS,inactive,ad,,,,0.1,78,72,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.08333333,,,1.28205128,0,2026-01-22,2026-01-22
"Reel ingrid mdp",2025-12-03,"Reconocimiento Ingrid","Publico posturas y movilidad",eltemplomdp,"Reel ingrid mdp",45-54,female,OUTCOME_AWARENESS,not_delivering,ad,Alcance,731,0.13679891,0.1,733,731,"7 días tras clic o 1 día tras visualización",-,-,-,"Publico posturas y movilidad",1.00273598,1,0.1,0.13642565,0.2728513,2025-12-03,2025-12-03
"video tu cuerpo",2026-01-18,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",25-34,female,OUTCOME_ENGAGEMENT,active,ad,,,,0.1,63,54,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.16666667,,,1.58730159,3.17460317,2026-01-18,2026-01-18
Video,2026-01-22,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,65+,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.1,32,29,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.10344828,,,3.125,0,2026-01-22,2026-01-22
"Reel ingrid mdp",2025-11-26,"Reconocimiento Ingrid","Publico posturas y movilidad",eltemplomdp,"Reel ingrid mdp",45-54,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,700,0.14285714,0.1,706,700,"7 días tras clic o 1 día tras visualización",-,-,-,"Publico posturas y movilidad",1.00857143,,,0.14164306,0.14164306,2025-11-26,2025-11-26
"video tu cuerpo",2025-12-08,"Nueva campaña SP","Calistenia High ticket sucursales",eltemplomdp,"video tu cuerpo",35-44,female,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.1,67,61,"7 días tras clic o 1 día tras visualización",-,-,-,"Calistenia High ticket sucursales",1.09836066,,,1.49253731,0,2025-12-08,2025-12-08
"Reel ingrid mdp",2025-11-14,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",55-64,female,OUTCOME_AWARENESS,not_delivering,ad,Alcance,540,0.18518519,0.1,546,540,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.01111111,,,0.18315018,0.18315018,2025-11-14,2025-11-14
historia,2026-01-25,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,historia,55-64,female,OUTCOME_LEADS,inactive,ad,,,,0.1,62,53,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.16981132,1,0.1,1.61290323,1.61290323,2026-01-25,2026-01-25
